Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Environment/Episode Length,Is Training
324000,1.1588175,1.3555359,-197.6558313369751,-197.6558313369751,999.0,1.0
325000,0.9678155,-3.8078666,-125.01589775085449,-125.01589775085449,999.0,1.0
326000,0.43900648,-4.7221737,525.6376206874847,525.6376206874847,523.0,1.0
327000,0.35593078,0.4755508,-121.65867185592651,-121.65867185592651,999.0,1.0
328000,1.0515352,3.8508372,520.5788311958313,520.5788311958313,568.0,1.0
329000,1.3034009,14.4381,13.399002075195312,13.399002075195312,999.0,1.0
330000,0.6068091,7.8876796,-228.84204483032227,-228.84204483032227,999.0,1.0
331000,0.93031245,4.189378,423.7820354104042,423.7820354104042,508.5,1.0
332000,1.2731067,9.105373,499.54446816444397,499.54446816444397,511.0,1.0
333000,0.9766826,12.873281,467.8519518375397,467.8519518375397,588.0,1.0
334000,1.2996411,32.867233,468.1980526447296,468.1980526447296,518.5,1.0
335000,1.7801958,13.192853,1086.700668811798,1086.700668811798,320.5,1.0
336000,1.6466678,13.686883,710.0932988325754,710.0932988325754,467.3333333333333,1.0
337000,0.6205836,-32.349968,-57.806028604507446,-57.806028604507446,999.0,1.0
338000,0.48488984,-1.1803482,-150.15927934646606,-150.15927934646606,999.0,1.0
339000,1.6326572,11.344478,-131.68813371658325,-131.68813371658325,999.0,1.0
