Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
480000,0.68928605,999.0,-0.11056816,-0.9992000460624695,-0.9992000460624695,6.747206e-07,0.08260243,0.0002857616,0.19525385,0.0047631674,1.0
490000,0.59456587,977.9090909090909,-0.11199021,-0.9991800434887409,-0.9991800434887409,1.4659977e-05,0.10562058,0.0002854584,0.19515282,0.004758125,1.0
500000,0.5596446,999.0,-0.10948917,-0.9992000460624695,-0.9992000460624695,4.6466027e-07,0.0663831,0.00028516015,0.1950534,0.004753163,1.0
510000,0.43562317,999.0,-0.10958279,-0.9992000460624695,-0.9992000460624695,3.6504238e-07,0.0550802,0.00028486026,0.19495341,0.004748176,1.0
520000,0.38723844,999.0,-0.10976181,-0.9992000460624695,-0.9992000460624695,3.3678668e-07,0.053435158,0.00028455837,0.19485277,0.0047431537,1.0
530000,0.38105124,986.7272727272727,-0.10898768,-0.9992000454893479,-0.9992000454893479,1.8191125e-06,0.06810205,0.00028426133,0.19475378,0.0047382135,1.0
540000,0.43736798,856.125,-0.09560306,-0.9992000386118889,-0.9992000386118889,0.00068094325,0.21382135,0.00028396002,0.19465333,0.004733201,1.0
550000,0.45954627,940.2666666666667,-0.096352756,-0.9992000415921212,-0.9992000415921212,0.0007097529,0.19858453,0.00028365996,0.19455332,0.00472821,1.0
560000,0.4948976,802.1,-0.13565892,-0.9992000341415406,-0.9992000341415406,0.0016602366,0.38915247,0.0002833624,0.19445413,0.004723261,1.0
570000,0.59174705,821.0,-0.13246803,-0.9991800270974636,-0.9991800270974636,0.0014602246,0.45438826,0.00028306403,0.19435468,0.004718298,1.0
580000,0.56581587,979.3636363636364,-0.11846274,-0.9992000447078184,-0.9992000447078184,2.8251463e-05,0.18719397,0.0002827652,0.19425505,0.0047133267,1.0
590000,0.6438068,883.6923076923077,-0.11587228,-0.9992000367492437,-0.9992000367492437,0.0017858021,0.19304387,0.00028246525,0.1941551,0.0047083385,1.0
600000,0.5295347,999.0,-0.11252104,-0.9992000460624695,-0.9992000460624695,4.7138063e-05,0.088993534,0.00028216795,0.19405597,0.004703393,1.0
610000,0.3484332,999.0,-0.10559926,-0.9992000460624695,-0.9992000460624695,7.393452e-07,0.040381193,0.00028186687,0.19395563,0.0046983846,1.0
620000,0.31964925,999.0,-0.10335242,-0.9992000460624695,-0.9992000460624695,1.2632244e-06,0.12001961,0.00028154824,0.1938494,0.0046930853,1.0
630000,0.39883202,999.0,-0.10334475,-0.9992000460624695,-0.9992000460624695,1.0273646e-06,0.071130514,0.00028124885,0.19374959,0.004688105,1.0
640000,0.4971316,999.0,-0.102812305,-0.9992000460624695,-0.9992000460624695,4.560113e-07,0.046844635,0.00028096652,0.19365549,0.00468341,1.0
650000,0.32118344,952.2307692307693,-0.10501626,-0.9992000412728105,-0.9992000412728105,0.0002840132,0.21223325,0.00028064917,0.19354971,0.0046781306,1.0
660000,0.29751715,999.0,-0.098953605,-0.9992000460624695,-0.9992000460624695,1.4142486e-06,0.12253976,0.0002803504,0.19345012,0.0046731615,1.0
670000,0.35637352,938.8181818181819,-0.09793018,-0.9992000423371792,-0.9992000423371792,0.001030891,0.1735124,0.00028006756,0.19335586,0.004668456,1.0
680000,0.6143915,932.8,-0.0980153,-0.9992000420888265,-0.9992000420888265,0.0023077044,0.21204114,0.00027975196,0.19325066,0.004663207,1.0
690000,0.8530159,999.0,-0.09919867,-0.9992000460624695,-0.9992000460624695,9.9196885e-05,0.17848316,0.00027943333,0.19314443,0.004657908,1.0
700000,1.044357,942.375,-0.083375424,-0.9992000418715179,-0.9992000418715179,0.0011508474,0.41370702,0.00027913382,0.1930446,0.0046529253,1.0
710000,1.2772311,999.0,-0.06227081,-0.9992000460624695,-0.9992000460624695,7.910357e-06,0.567713,0.00027883626,0.19294544,0.004647976,1.0
720000,1.4096639,903.1,-0.073628314,-0.9992000361283621,-0.9992000361283621,0.0009067883,0.42884254,0.00027853355,0.19284451,0.004642941,1.0
730000,1.2205967,999.0,-0.17598607,-0.9992000460624695,-0.9992000460624695,4.3335094e-05,0.5827868,0.00027823576,0.19274524,0.004637988,1.0
740000,1.0157578,999.0,-0.14968278,-0.9992000460624695,-0.9992000460624695,7.1440813e-06,0.43113828,0.00027793617,0.19264537,0.004633004,1.0
750000,0.9555153,999.0,-0.1366711,-0.9992000460624695,-0.9992000460624695,3.3435103e-06,0.3373822,0.0002776336,0.19254455,0.004627972,1.0
760000,0.8753061,999.0,-0.13055688,-0.9992000460624695,-0.9992000460624695,2.7973083e-06,0.28564772,0.00027733622,0.1924454,0.0046230257,1.0
770000,0.7820049,999.0,-0.12686428,-0.9992000460624695,-0.9992000460624695,3.1842114e-06,0.25155613,0.0002770354,0.19234513,0.0046180217,1.0
780000,0.60586643,999.0,-0.12350893,-0.9992000460624695,-0.9992000460624695,1.7317158e-06,0.24729712,0.00027673415,0.19224471,0.004613011,1.0
790000,0.5529237,854.7,-0.13216774,-0.9992000386118889,-0.9992000386118889,0.0005904881,0.42318708,0.00027643677,0.19214559,0.0046080644,1.0
800000,0.55393857,979.5,-0.13271211,-0.9992000341415406,-0.9992000341415406,0.00027500239,0.41605675,0.00027613464,0.19204488,0.0046030385,1.0
810000,0.6538643,943.9375,-0.116923116,-0.9991882776512819,-0.9991882776512819,0.00031514454,0.3442209,0.00027583542,0.19194514,0.004598062,1.0
820000,0.59082574,927.125,-0.11557067,-0.999177818497022,-0.999177818497022,0.00022792771,0.45080602,0.0002755368,0.19184561,0.004593095,1.0
830000,0.50145215,919.3333333333334,-0.11438252,-0.9992000427511003,-0.9992000427511003,0.00077560684,0.27192593,0.00027523475,0.19174492,0.0045880713,1.0
840000,0.46103615,999.0,-0.11335958,-0.9992000460624695,-0.9992000460624695,1.169271e-06,0.19087364,0.00027493737,0.19164577,0.004583124,1.0
850000,0.48233318,880.1666666666666,-0.11112352,-0.9992000402675735,-0.9992000402675735,0.00038615294,0.24757949,0.00027463783,0.19154593,0.0045781415,1.0
860000,0.72916514,999.0,-0.108736634,-0.9992000460624695,-0.9992000460624695,1.1152547e-06,0.071326435,0.00027433602,0.19144534,0.0045731217,1.0
870000,0.86119854,926.3,-0.11366546,-0.9992000460624695,-0.9992000460624695,1.3291889e-06,0.15805368,0.00027403835,0.19134612,0.0045681708,1.0
880000,0.91958904,939.8333333333334,-0.13524058,-0.9992000311613083,-0.9992000311613083,0.0011989917,0.39977413,0.0002737387,0.19124624,0.0045631863,1.0
890000,1.0871787,946.1333333333333,-0.12836306,-0.9992000405987104,-0.9992000405987104,0.0017655424,0.4540938,0.00027343983,0.1911466,0.0045582154,1.0
900000,1.1576897,999.0,-0.13778232,-0.9992000460624695,-0.9992000460624695,6.70403e-06,0.40014082,0.00027314166,0.1910472,0.0045532556,1.0
910000,1.2069566,999.0,-0.124062255,-0.9992000460624695,-0.9992000460624695,1.4476097e-06,0.23666802,0.00027284058,0.19094685,0.004548248,1.0
920000,1.1852846,922.4545454545455,-0.12067901,-0.9992000398536524,-0.9992000398536524,0.000986992,0.2638349,0.00027254148,0.19084716,0.0045432732,1.0
930000,1.224481,999.0,-0.123783424,-0.9992000460624695,-0.9992000460624695,8.4395015e-06,0.23421726,0.00027224276,0.19074759,0.0045383046,1.0
940000,1.1369616,923.1818181818181,-0.12111597,-0.9992000460624695,-0.9992000460624695,9.465349e-07,0.18638726,0.00027194113,0.19064704,0.004533287,1.0
950000,1.195801,999.0,-0.13546517,-0.9992000398536524,-0.9992000398536524,0.00077691325,0.3591077,0.00027164308,0.19054769,0.0045283297,1.0
960000,1.1967344,999.0,-0.12646355,-0.9992000460624695,-0.9992000460624695,1.5954633e-06,0.24472181,0.00027134316,0.19044772,0.004523341,1.0
970000,1.2125298,915.3571428571429,-0.13314998,-0.9992000407406262,-0.9992000407406262,0.0013582832,0.34120774,0.0002710427,0.19034755,0.004518343,1.0
980000,1.2270336,932.0833333333334,-0.16547896,-0.9991833747675022,-0.9991833747675022,0.002073216,0.7142557,0.00027074572,0.19024858,0.004513403,1.0
990000,1.2020506,999.0,-0.14871415,-0.9992000460624695,-0.9992000460624695,5.2276064e-06,0.5752812,0.0002704455,0.1901485,0.0045084096,1.0
1000000,1.1398523,999.0,-0.13891573,-0.9992667126158873,-0.9992667126158873,4.7997555e-06,0.50099105,0.00027014542,0.19004849,0.0045034187,1.0
1010000,1.0072008,999.0,-0.13460779,-0.9992000460624695,-0.9992000460624695,2.575855e-06,0.4672429,0.00026984658,0.18994886,0.004498448,1.0
1020000,0.8971238,793.6,-0.13386181,-0.9992000333964824,-0.9992000333964824,0.0021443928,0.4370293,0.000269546,0.18984866,0.004493447,1.0
1030000,0.73654324,999.0,-0.13146958,-0.9992667126158873,-0.9992667126158873,4.8655274e-05,0.37153402,0.00026924713,0.18974905,0.004488477,1.0
1040000,0.6776233,999.0,-0.12881288,-0.9992000460624695,-0.9992000460624695,1.6348574e-06,0.41474378,0.00026894803,0.18964934,0.0044835024,1.0
1050000,0.62877357,974.25,-0.12778446,-0.999200044820706,-0.999200044820706,3.1885258e-05,0.42070752,0.0002686467,0.1895489,0.004478489,1.0
1060000,0.6088163,999.0,-0.12398634,-0.9992800459265709,-0.9992800459265709,1.2462453e-06,0.367325,0.00026834736,0.1894491,0.00447351,1.0
1070000,0.63754326,999.0,-0.12679712,-0.9992000460624695,-0.9992000460624695,1.4581655e-06,0.38123313,0.00026804657,0.18934885,0.0044685067,1.0
1080000,0.5957082,999.0,-0.1266718,-0.9992000460624695,-0.9992000460624695,1.416944e-06,0.3946061,0.00026774645,0.1892488,0.0044635152,1.0
1090000,0.7002503,999.0,-0.12697558,-0.9992727732116525,-0.9992727732116525,1.4570738e-06,0.3914578,0.0002674477,0.18914923,0.004458546,1.0
1100000,0.8057981,999.0,-0.12763019,-0.9992000460624695,-0.9992000460624695,1.4654973e-06,0.38610777,0.0002671461,0.1890487,0.0044535296,1.0
1110000,0.86688673,999.0,-0.12692833,-0.9992727732116525,-0.9992727732116525,1.4375947e-06,0.39413583,0.00026684708,0.18894903,0.0044485563,1.0
1120000,0.84362835,999.0,-0.12749876,-0.9992000460624695,-0.9992000460624695,1.4874375e-06,0.38630232,0.00026654726,0.18884909,0.004443569,1.0
1130000,0.8151838,856.5714285714286,-0.13060097,-0.9992000361283621,-0.9992000361283621,0.0063739307,0.57702434,0.00026624784,0.18874928,0.004438589,1.0
1140000,0.79616344,913.5454545454545,-0.17516415,-0.9992667076488336,-0.9992667076488336,0.00075196783,0.5823229,0.00026595086,0.1886503,0.004433649,1.0
1150000,0.91352093,999.0,-0.22013243,-0.9992000460624695,-0.9992000460624695,2.8297287e-05,0.8205343,0.00026565042,0.18855011,0.004428652,1.0
1160000,1.2030939,944.3846153846154,-0.2135713,-0.9992000437699832,-0.9992000437699832,0.00050996855,0.8158704,0.0002653506,0.18845022,0.0044236644,1.0
1170000,1.424586,869.8461538461538,-0.20983762,-0.9992615775420115,-0.9992615775420115,0.0020751713,0.8299117,0.00026505272,0.1883509,0.0044187093,1.0
1180000,1.5778913,903.6666666666666,-0.23477782,-0.999171467764037,-0.999171467764037,0.0014308386,0.8980429,0.00026475344,0.18825114,0.0044137314,1.0
1190000,1.6409897,786.5714285714286,-0.26486528,-0.99923752900213,-0.99923752900213,0.00572022,1.0702826,0.00026445603,0.18815202,0.0044087847,1.0
1200000,1.5657616,999.0,-0.2916298,-0.9992000460624695,-0.9992000460624695,0.00028205014,0.77936435,0.00026415958,0.18805319,0.004403854,1.0
1210000,1.6304016,999.0,-0.24400607,-0.9992000460624695,-0.9992000460624695,6.0727325e-05,0.854449,0.00026385835,0.18795276,0.0043988433,1.0
1220000,1.7100481,916.6666666666666,-0.23721796,-0.9992615752495252,-0.9992615752495252,0.0019727466,0.79933953,0.0002635604,0.18785346,0.0043938877,1.0
1230000,1.8214883,999.0,-0.21649474,-0.9992000460624695,-0.9992000460624695,5.645497e-05,0.8271498,0.0002632608,0.18775362,0.0043889047,1.0
1240000,1.8879025,938.6153846153846,-0.18259613,-0.9992000443431047,-0.9992000443431047,0.00092602335,0.8199727,0.00026295986,0.18765327,0.0043838983,1.0
1250000,1.7992725,999.0,-0.15478048,-0.9992727732116525,-0.9992727732116525,1.1348207e-05,0.82619166,0.0002626623,0.18755409,0.0043789493,1.0
1260000,1.761035,890.125,-0.17643799,-0.9992000358179212,-0.9992000358179212,0.0027193157,1.1582724,0.00026236297,0.18745431,0.0043739704,1.0
1270000,1.7105144,999.0,-0.17284852,-0.9992615844194705,-0.9992615844194705,2.6433287e-05,0.8822526,0.00026206317,0.1873544,0.004368984,1.0
1280000,1.6571591,906.6,-0.17089738,-0.9992000393569469,-0.9992000393569469,0.0021441814,0.89746207,0.00026176404,0.18725467,0.0043640076,1.0
1290000,1.6089054,999.0,-0.17488459,-0.9992000460624695,-0.9992000460624695,3.468529e-05,0.87682337,0.0002614645,0.18715481,0.0043590255,1.0
1300000,1.5790597,999.0,-0.17272335,-0.9992667126158873,-0.9992667126158873,9.960937e-06,0.89151734,0.00026116485,0.18705496,0.004354041,1.0
1310000,1.5066772,999.0,-0.17321035,-0.9992000460624695,-0.9992000460624695,1.10943065e-05,0.87250316,0.0002608651,0.18695502,0.004349056,1.0
1320000,1.4583473,950.5384615384615,-0.16846758,-0.9992000429580609,-0.9992000429580609,0.0002695273,0.82333803,0.0002605641,0.18685472,0.0043440494,1.0
1330000,1.4039885,999.0,-0.15729558,-0.9992800459265709,-0.9992800459265709,6.7060955e-06,0.857714,0.0002602658,0.18675527,0.0043390873,1.0
1340000,1.3907508,999.0,-0.15433611,-0.9992000460624695,-0.9992000460624695,3.7641994e-06,0.8366163,0.00025996473,0.18665493,0.0043340796,1.0
1350000,1.3228488,999.0,-0.15387331,-0.9992000460624695,-0.9992000460624695,3.0710655e-06,0.8580334,0.0002596646,0.18655488,0.004329088,1.0
1360000,1.3022659,999.0,-0.15946588,-0.9992800459265709,-0.9992800459265709,3.5575918e-06,0.8472308,0.00025936562,0.18645519,0.004324115,1.0
1370000,1.2901099,999.0,-0.16461141,-0.9992000460624695,-0.9992000460624695,3.677484e-06,0.85194826,0.0002590642,0.18635473,0.0043191,1.0
1380000,1.2569624,999.0,-0.16524719,-0.9992667126158873,-0.9992667126158873,4.8730362e-06,0.8979199,0.00025876524,0.18625507,0.0043141283,1.0
1390000,1.2231011,898.4444444444445,-0.16826476,-0.9992000386118889,-0.9992000386118889,4.4603776e-06,0.87824875,0.00025846544,0.18615514,0.0043091415,1.0
1400000,1.0346316,942.0,-0.15252712,-0.9992000433531675,-0.9992000433531675,0.0014084793,0.7676133,0.0002581651,0.18605502,0.0043041455,1.0
1410000,0.81235224,999.0,-0.14010727,-0.9992727732116525,-0.9992727732116525,5.7132684e-06,0.7701255,0.0002578668,0.1859556,0.0042991843,1.0
1420000,0.837402,999.0,-0.13898888,-0.9992000460624695,-0.9992000460624695,2.7896992e-06,0.76005614,0.0002575652,0.18585506,0.0042941673,1.0
1430000,0.95349413,938.8571428571429,-0.13793135,-0.9992000410954157,-0.9992000410954157,3.9328283e-06,0.78203,0.0002572653,0.1857551,0.0042891786,1.0
1440000,0.99303627,902.9,-0.19328162,-0.9992889281776216,-0.9992889281776216,0.0019458974,0.77109694,0.00025696814,0.18565604,0.0042842366,1.0
1450000,0.9613724,999.0,-0.19595155,-0.9992000460624695,-0.9992000460624695,1.9903833e-05,0.86171544,0.00025666636,0.18555546,0.004279216,1.0
1460000,0.92761314,931.4285714285714,-0.18926373,-0.9992571803075927,-0.9992571803075927,0.00059489463,0.7825688,0.00025634904,0.18544967,0.0042739394,1.0
1470000,0.8646429,999.0,-0.20405188,-0.9992000460624695,-0.9992000460624695,2.3598881e-05,0.8723197,0.00025604942,0.1853498,0.004268955,1.0
1480000,0.86915714,999.0,-0.17929539,-0.9992000460624695,-0.9992000460624695,1.32406785e-05,0.8643909,0.00025576685,0.1852556,0.004264255,1.0
1490000,0.95251215,958.3571428571429,-0.1672373,-0.999257185629436,-0.999257185629436,0.00022417563,0.8064553,0.00025544968,0.1851499,0.0042589786,1.0
1500000,1.1511174,892.4285714285714,-0.14793378,-0.9993143220032964,-0.9993143220032964,0.0004055908,0.7419492,0.00025514906,0.18504968,0.004253979,1.0
1510000,1.1474875,928.0,-0.14592643,-0.9992000398536524,-0.9992000398536524,0.0013915363,0.8172443,0.00025486725,0.18495578,0.0042492915,1.0
1520000,1.1906031,999.0,-0.14373891,-0.9992000460624695,-0.9992000460624695,4.2505303e-06,0.8498572,0.00025455083,0.18485028,0.004244028,1.0
1530000,1.1379008,950.0,-0.14286137,-0.9992000441998243,-0.9992000441998243,0.00015764986,0.8215049,0.00025425,0.18474999,0.0042390237,1.0
1540000,1.1446037,867.2666666666667,-0.14543852,-0.9992000381151835,-0.9992000381151835,0.0049403873,0.73182774,0.00025395298,0.18465099,0.004234084,1.0
1550000,1.0633055,999.0,-0.15259968,-0.9992000460624695,-0.9992000460624695,1.9547104e-05,0.5886843,0.00025363575,0.18454525,0.004228807,1.0
1560000,1.0724144,999.0,-0.13709557,-0.9992000460624695,-0.9992000460624695,4.5303514e-06,0.5568911,0.00025333476,0.1844449,0.004223801,1.0
1570000,1.0448694,922.3846153846154,-0.1263827,-0.9992000410954157,-0.9992000410954157,0.0026807182,0.5168865,0.00025303586,0.1843453,0.00421883,1.0
1580000,1.2622349,927.4444444444445,-0.12614506,-0.9991750372573733,-0.9991750372573733,0.00069066766,0.34519717,0.00025273737,0.1842458,0.004213865,1.0
1590000,1.3371158,999.0,-0.1321732,-0.9992000460624695,-0.9992000460624695,2.994854e-05,0.6206083,0.00025243722,0.18414572,0.0042088716,1.0
1600000,1.38256,999.0,-0.12503889,-0.9992000460624695,-0.9992000460624695,3.2168753e-06,0.8815518,0.0002521382,0.18404606,0.0042038984,1.0
1610000,1.4671776,999.0,-0.122036725,-0.9992000460624695,-0.9992000460624695,1.0164696e-06,0.8980714,0.00025183702,0.18394569,0.004198889,1.0
1620000,1.5019839,943.5,-0.121542506,-0.9992000402084419,-0.9992000402084419,0.0012648059,0.84842104,0.0002515376,0.18384586,0.004193908,1.0
1630000,1.4741825,999.0,-0.13007262,-0.9992000460624695,-0.9992000460624695,1.5814408e-05,0.52881944,0.00025123893,0.18374631,0.0041889404,1.0
1640000,1.4246811,852.9230769230769,-0.110889435,-0.999200040102005,-0.999200040102005,0.00062264403,0.25217813,0.00025093806,0.18364602,0.004183936,1.0
1650000,1.4346049,999.0,-0.14338318,-0.9992000414774969,-0.9992000414774969,0.00094032235,0.6243069,0.00025063936,0.18354645,0.0041789673,1.0
1660000,1.422141,999.0,-0.16200024,-0.9992000460624695,-0.9992000460624695,8.402971e-06,0.78415155,0.00025033922,0.18344638,0.004173975,1.0
1670000,1.2624037,997.4,-0.15261802,-0.9992000460624695,-0.9992000460624695,4.5389548e-05,0.7492439,0.00025003892,0.1833463,0.0041689803,1.0
1680000,1.1008619,999.0,-0.14403135,-0.9992000460624695,-0.9992000460624695,4.1717312e-06,0.71227956,0.00024974014,0.1832467,0.0041640103,1.0
1690000,0.98638487,999.0,-0.14315546,-0.9992000460624695,-0.9992000460624695,3.3985334e-06,0.70676494,0.0002494394,0.18314646,0.004159008,1.0
1700000,0.83102304,999.0,-0.14044566,-0.9992000460624695,-0.9992000460624695,3.017994e-06,0.6920173,0.00024913932,0.18304643,0.004154017,1.0
1710000,0.62321097,999.0,-0.13805991,-0.9992000460624695,-0.9992000460624695,2.9411583e-06,0.67542064,0.0002488403,0.18294679,0.004149043,1.0
1720000,0.5214232,950.1818181818181,-0.14490406,-0.999200040847063,-0.999200040847063,0.00067520613,0.7201928,0.0002485403,0.18284675,0.004144054,1.0
1730000,0.4545334,979.5454545454545,-0.13666251,-0.999200044820706,-0.999200044820706,2.7929385e-05,0.6778653,0.00024824147,0.18274716,0.004139083,1.0
