Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
500000,1.6883446,905.0,-0.09004353,-0.9958933666348457,-0.9958933666348457,0.0007550696,0.38418573,0.0002851517,0.19505057,0.0047530234,1.0
510000,1.6668401,999.0,-0.08426407,-0.9952000454068184,-0.9952000454068184,7.38777e-06,0.47084382,0.000284853,0.194951,0.004748055,1.0
520000,1.6802865,776.75,-0.08697486,-0.9942000322043896,-0.9942000322043896,0.0019480455,0.66329163,0.00028455356,0.1948512,0.004743075,1.0
530000,1.7044559,947.4545454545455,-0.09314291,-0.9879667013883591,-0.9879667013883591,0.00029169206,0.60883355,0.00028425598,0.19475201,0.0047381236,1.0
540000,1.7278023,918.125,-0.09633521,-0.9930000358394214,-0.9930000358394214,0.00048563484,0.5106284,0.00028395577,0.19465193,0.0047331313,1.0
550000,1.7123318,999.0,-0.089467734,-0.9903636808422479,-0.9903636808422479,7.0343135e-06,0.5389912,0.00028365606,0.194552,0.0047281445,1.0
560000,1.734032,886.9166666666666,-0.08369518,-0.993466696391503,-0.993466696391503,0.001066927,0.53509665,0.0002833571,0.19445236,0.0047231726,1.0
570000,1.736869,951.9,-0.080063686,-0.9915000418201089,-0.9915000418201089,0.00056708656,0.6654451,0.00028305716,0.19435239,0.0047181826,1.0
580000,1.7325407,897.6363636363636,-0.09371783,-0.9912363974885507,-0.9912363974885507,0.001408422,0.5117417,0.0002827592,0.19425306,0.004713228,1.0
590000,1.8344178,929.3636363636364,-0.10246821,-0.9945091249590571,-0.9945091249590571,0.0016274514,0.6600653,0.0002824606,0.19415352,0.0047082603,1.0
600000,1.8626865,960.2727272727273,-0.09354065,-0.988363678143783,-0.988363678143783,0.00033679046,4.71765,0.0002821635,0.1940545,0.0047033187,1.0
610000,1.9545586,888.4,-0.08381146,-0.9970909411256964,-0.9970909411256964,0.0026136267,0.5804254,0.00028186414,0.1939547,0.00469834,1.0
620000,1.9234383,797.1428571428571,-0.10129938,-0.9948143033044679,-0.9948143033044679,0.0023926597,0.2900408,0.000281566,0.19385535,0.004693381,1.0
630000,1.9270216,820.7692307692307,-0.10929049,-0.9949846388055728,-0.9949846388055728,0.005083812,0.43473148,0.00028125045,0.19375016,0.0046881326,1.0
640000,1.9106921,880.9166666666666,-0.15189959,-0.9957200292497873,-0.9957200292497873,0.00079691055,0.51092124,0.00028093444,0.1936448,0.0046828752,1.0
650000,1.8743061,795.5454545454545,-0.16316642,-0.9954307931833543,-0.9954307931833543,0.0039811255,0.69820297,0.0002806373,0.19354577,0.004677933,1.0
660000,1.8317189,824.0,-0.16439196,-0.9913111523621612,-0.9913111523621612,0.00024123405,0.6662655,0.00028033886,0.19344628,0.0046729688,1.0
670000,1.7985014,843.0833333333334,-0.18133704,-0.9929066824416319,-0.9929066824416319,0.00464532,0.75501996,0.00028004192,0.1933473,0.0046680304,1.0
680000,1.7783656,748.6363636363636,-0.17306021,-0.9938200213015079,-0.9938200213015079,0.0023418036,0.63702404,0.00027974456,0.19324817,0.004663084,1.0
690000,1.7697567,943.9166666666666,-0.14598288,-0.993584655225277,-0.993584655225277,0.0006513505,0.44571972,0.00027944578,0.1931486,0.0046581146,1.0
700000,1.7827693,753.0714285714286,-0.12114285,-0.994971440838916,-0.994971440838916,0.009605868,0.72412616,0.00027914933,0.19304976,0.004653183,1.0
710000,1.8046337,957.5833333333334,-0.13036121,-0.9939333756143848,-0.9939333756143848,0.00054526614,0.38953605,0.00027885276,0.19295092,0.0046482505,1.0
720000,1.783916,837.875,-0.13034412,-0.9960285978657859,-0.9960285978657859,0.00088068226,0.35494214,0.0002785549,0.19285163,0.0046432954,1.0
730000,1.8121414,946.5833333333334,-0.1125829,-0.9938667115444938,-0.9938667115444938,3.5028584e-06,0.10032243,0.00027825413,0.19275138,0.004638293,1.0
740000,1.8167171,856.5384615384615,-0.14550216,-0.9932000262041887,-0.9932000262041887,0.0018446653,0.37694383,0.00027795535,0.19265178,0.0046333233,1.0
750000,1.7306666,950.875,-0.16908602,-0.9983667073150476,-0.9983667073150476,0.000108661596,0.5471383,0.00027765636,0.19255215,0.0046283514,1.0
760000,1.5734199,879.6,-0.15877706,-0.9989091273058545,-0.9989091273058545,0.0005339694,0.47434372,0.00027734914,0.19244969,0.00462324,1.0
770000,1.4046236,999.0,-0.14317262,-0.996953891733518,-0.996953891733518,7.0217443e-06,0.36544925,0.0002770344,0.1923448,0.004618006,1.0
780000,1.3788507,999.0,-0.12966682,-0.9934857599437237,-0.9934857599437237,7.492098e-06,0.27992883,0.00027673316,0.19224438,0.0046129944,1.0
790000,1.3545799,999.0,-0.120497875,-0.9933000445986787,-0.9933000445986787,6.8516483e-06,0.1820727,0.00027643322,0.19214442,0.0046080053,1.0
800000,1.3856087,999.0,-0.11476123,-0.9936400439590216,-0.9936400439590216,1.15086095e-05,0.20361605,0.0002761345,0.19204482,0.0046030367,1.0
810000,1.4089626,999.0,-0.051646702,-0.9960444900724623,-0.9960444900724623,0.0010679888,0.709973,0.00027583283,0.1919443,0.0045980196,1.0
820000,1.4595827,999.0,-0.040247682,-0.9947667112573981,-0.9947667112573981,6.26988e-05,0.77799577,0.0002755337,0.19184455,0.004593043,1.0
830000,1.5063485,999.0,-0.04637392,-0.9942857591169221,-0.9942857591169221,2.6906142e-05,0.843855,0.00027523417,0.1917447,0.004588061,1.0
840000,1.5120599,999.0,-0.051879976,-0.9945454993708567,-0.9945454993708567,1.2736717e-05,0.7695,0.00027493323,0.1916444,0.004583056,1.0
850000,1.4867092,982.1428571428571,-0.06302991,-0.9962615817785263,-0.9962615817785263,4.2351505e-05,0.69807994,0.00027463428,0.19154477,0.004578083,1.0
860000,1.5083283,999.0,-0.06604591,-0.9940667121360699,-0.9940667121360699,3.763933e-06,0.7385006,0.00027433282,0.19144428,0.004573069,1.0
870000,1.5481277,999.0,-0.069790326,-0.9971273179081354,-0.9971273179081354,3.820015e-06,0.7014541,0.00027403247,0.19134414,0.004568073,1.0
880000,1.5046085,999.0,-0.07544714,-0.9950545904311267,-0.9950545904311267,4.765859e-06,0.59051585,0.00027373456,0.19124484,0.0045631174,1.0
890000,1.5174198,999.0,-0.07640101,-0.995511155989435,-0.995511155989435,2.558449e-06,0.61330366,0.0002734324,0.19114411,0.004558091,1.0
900000,1.4867035,853.7142857142857,-0.07776501,-0.9963067005077998,-0.9963067005077998,0.005789137,0.8582786,0.00027313444,0.1910448,0.0045531364,1.0
910000,1.5413878,906.7142857142857,-0.04016108,-0.9977750373072922,-0.9977750373072922,0.0027571954,0.61426294,0.0002728394,0.19094647,0.0045482283,1.0
920000,1.5515674,999.0,-0.03900713,-0.99472731792114,-0.99472731792114,3.7514903e-05,0.71987504,0.00027253822,0.19084607,0.0045432188,1.0
930000,1.5856667,929.8461538461538,-0.0474381,-0.9944833700234691,-0.9944833700234691,0.0011617601,0.6479031,0.0002722396,0.19074652,0.004538251,1.0
940000,1.5918821,999.0,-0.045125782,-0.9929143307464463,-0.9929143307464463,4.790251e-05,0.5942507,0.00027193938,0.19064647,0.0045332583,1.0
950000,1.6357341,979.1818181818181,-0.04840214,-0.9948200434446335,-0.9948200434446335,0.0001327438,0.59796536,0.00027163932,0.19054645,0.0045282673,1.0
960000,1.5513023,917.3076923076923,-0.034903843,-0.9945867006977399,-0.9945867006977399,0.0012313895,0.6300612,0.00027134188,0.1904473,0.00452332,1.0
970000,1.49358,999.0,-0.03486176,-0.9933143295347691,-0.9933143295347691,9.778085e-05,0.5638034,0.00027104188,0.19034728,0.004518329,1.0
980000,1.5032052,999.0,-0.007979686,-0.9921667116383711,-0.9921667116383711,8.597171e-05,0.6846956,0.00027074158,0.1902472,0.0045133354,1.0
990000,1.5286714,981.3636363636364,0.000108594264,-0.9960600428283215,-0.9960600428283215,0.00019454751,0.64173496,0.00027044304,0.1901477,0.0045083687,1.0
1000000,1.4758494,879.0909090909091,-0.019136509,-0.9883818484165452,-0.9883818484165452,0.0010607836,0.5226974,0.00027014216,0.19004737,0.0045033637,1.0
1010000,1.4711097,999.0,0.0018755306,-0.994960044324398,-0.994960044324398,0.00012706488,0.67621535,0.0002698428,0.1899476,0.004498385,1.0
1020000,1.4358908,867.25,0.015459924,-0.9938600365072489,-0.9938600365072489,0.0008143963,0.69324917,0.00026954332,0.18984777,0.0044934032,1.0
1030000,1.3627088,999.0,0.015416376,-0.9928000441028012,-0.9928000441028012,0.0001948637,0.7066152,0.0002692417,0.18974721,0.0044883857,1.0
1040000,1.300398,950.6153846153846,0.018660259,-0.9911846584425523,-0.9911846584425523,0.00017365071,0.73650175,0.0002689424,0.18964747,0.0044834083,1.0
1050000,1.2692848,937.5555555555555,0.0031097422,-0.9918889225357108,-0.9918889225357108,0.00078865024,0.64763725,0.00026864256,0.18954752,0.004478421,1.0
1060000,1.287256,930.2307692307693,0.0040965416,-0.9910909455608238,-0.9910909455608238,0.00063619623,0.67740285,0.0002683425,0.18944749,0.0044734296,1.0
1070000,1.3012638,970.4444444444445,0.018905092,-0.9935400422662497,-0.9935400422662497,0.00018839553,0.76433504,0.00026804366,0.1893479,0.004468459,1.0
1080000,1.2797282,955.6666666666666,0.035196565,-0.9955833774680892,-0.9955833774680892,0.0007000681,0.7480992,0.00026774307,0.18924767,0.0044634594,1.0
1090000,1.2194947,943.4,0.037974387,-0.9922364025630734,-0.9922364025630734,0.00057279994,0.71112084,0.00026744365,0.18914787,0.0044584796,1.0
1100000,1.196477,999.0,0.02695759,-0.9917333775924312,-0.9917333775924312,0.00016474994,0.72554076,0.00026714377,0.18904793,0.0044534914,1.0
1110000,1.1944482,999.0,0.01919312,-0.9919200446456671,-0.9919200446456671,0.00012651584,0.7497699,0.00026684298,0.18894765,0.0044484874,1.0
1120000,1.1659124,947.75,0.024213409,-0.9965273114767942,-0.9965273114767942,0.002242973,0.9458705,0.00026654388,0.18884796,0.0044435128,1.0
1130000,1.1802901,999.0,0.03071345,-0.9894500430673361,-0.9894500430673361,0.00021339895,0.7621784,0.00026624496,0.1887483,0.004438541,1.0
1140000,1.1516178,999.0,0.022941452,-0.9914000436663628,-0.9914000436663628,0.00011116237,0.8129314,0.0002659444,0.18864813,0.004433542,1.0
1150000,1.1984929,999.0,0.015045628,-0.9939667113746206,-0.9939667113746206,9.3928276e-05,0.8633332,0.0002656455,0.1885485,0.004428569,1.0
1160000,1.2129041,999.0,0.010476057,-0.99315560153789,-0.99315560153789,0.00012151614,0.81795496,0.0002653443,0.1884481,0.00442356,1.0
1170000,1.3996549,999.0,0.015993085,-0.9918800447136163,-0.9918800447136163,0.00017364437,0.8233359,0.0002650445,0.18834816,0.0044185733,1.0
1180000,1.7952182,999.0,0.030777913,-0.9927200444042683,-0.9927200444042683,3.638838e-05,0.83287644,0.00026474558,0.18824854,0.0044136,1.0
1190000,2.0513933,971.6666666666666,0.006079294,-0.9209454930810765,-0.9209454930810765,0.00013789929,0.7211038,0.00026444485,0.18814826,0.004408599,1.0
1200000,2.1523132,999.0,0.0058129746,-0.6198182054583661,-0.6198182054583661,5.610254e-05,0.6820091,0.00026414456,0.18804818,0.004403604,1.0
1210000,2.232289,999.0,0.015977738,-0.4391428753733635,-0.4391428753733635,5.698826e-05,0.5400439,0.00026384485,0.18794827,0.004398619,1.0
1220000,2.2795267,999.0,0.014141607,-0.525866686573459,-0.525866686573459,3.9798262e-05,0.43683088,0.00026354464,0.18784823,0.0043936255,1.0
1230000,2.3022606,999.0,0.018843314,-0.32404286635573953,-0.32404286635573953,1.9211975e-05,0.47505343,0.00026324502,0.18774834,0.0043886416,1.0
1240000,2.3233716,999.0,0.015527876,-0.17895000481803436,-0.17895000481803436,2.305402e-05,0.4289391,0.00026294455,0.18764818,0.004383644,1.0
1250000,2.2966323,999.0,0.021106115,-0.1738363679456101,-0.1738363679456101,1.8966182e-05,0.48580855,0.0002626445,0.18754816,0.004378652,1.0
1260000,2.292496,999.0,0.016142052,-0.1629111167664329,-0.1629111167664329,2.5554576e-05,0.46424413,0.00026234507,0.18744837,0.0043736733,1.0
1270000,2.3359594,999.0,0.019875322,-0.12606667074214783,-0.12606667074214783,2.1083206e-05,0.47760436,0.00026204454,0.18734819,0.0043686745,1.0
1280000,2.3710606,999.0,0.025708783,-0.18162000458687544,-0.18162000458687544,1.9579702e-05,0.5222503,0.00026174454,0.18724819,0.0043636844,1.0
1290000,2.3664527,999.0,0.027195832,-0.10812500357860699,-0.10812500357860699,2.5792904e-05,0.53390217,0.000261445,0.18714833,0.0043587014,1.0
1300000,2.3807592,999.0,0.028168565,-0.13977778195274165,-0.13977778195274165,2.2962999e-05,0.5468254,0.00026114454,0.1870482,0.0043537044,1.0
1310000,2.3779643,999.0,0.03290037,-0.17009231207283357,-0.17009231207283357,2.3066714e-05,0.59210265,0.00026084465,0.18694821,0.004348716,1.0
1320000,2.376402,999.0,0.032457948,-0.12067500238299544,-0.12067500238299544,2.5272891e-05,0.5596075,0.00026054465,0.1868482,0.0043437257,1.0
1330000,2.3491893,918.5,-0.013993008,-0.23969999914988876,-0.23969999914988876,0.0013215157,0.53076434,0.00026024505,0.18674834,0.004338742,1.0
1340000,2.2634227,999.0,-0.0604723,-0.1571636405477131,-0.1571636405477131,2.3456769e-05,0.61996436,0.00025994628,0.18664876,0.004333772,1.0
1350000,2.1732187,999.0,-0.04409849,-0.10305454713207754,-0.10305454713207754,1.2079183e-05,0.5049767,0.00025964537,0.18654847,0.004328768,1.0
1360000,2.0930305,999.0,-0.036827084,-0.13764000162482262,-0.13764000162482262,1.1378429e-05,0.44245732,0.00025934546,0.18644848,0.0043237787,1.0
1370000,2.0430999,999.0,-0.030797154,-0.09076000167988241,-0.09076000167988241,1.5084115e-05,0.44322306,0.0002590462,0.1863487,0.0043188008,1.0
1380000,1.9745063,999.0,-0.03228993,-0.08960000070833808,-0.08960000070833808,1.253343e-05,0.41550896,0.00025874548,0.18624848,0.0043137986,1.0
1390000,1.9563718,999.0,-0.031473227,-0.11379999965852634,-0.11379999965852634,1.5371334e-05,0.41766685,0.0002584454,0.18614843,0.0043088077,1.0
1400000,1.8449279,921.8888888888889,-0.037335027,-0.14801999339833855,-0.14801999339833855,0.0006185394,0.44997594,0.0002581459,0.18604863,0.004303827,1.0
1410000,1.6790887,999.0,-0.012638798,-0.08917777695589596,-0.08917777695589596,7.666253e-06,0.20260079,0.0002578458,0.1859486,0.004298834,1.0
1420000,1.6502117,944.1538461538462,-0.0091144005,-0.14872307302497434,-0.14872307302497434,0.0009580388,0.25880235,0.000257546,0.18584865,0.004293848,1.0
1430000,1.6535622,918.1666666666666,-0.001992617,-0.0666199988918379,-0.0666199988918379,1.9497236e-05,0.1987665,0.0002572466,0.18574888,0.004288868,1.0
1440000,1.5863347,987.0,0.006440194,-0.18911110664096972,-0.18911110664096972,0.0014997015,0.36905617,0.0002569473,0.1856491,0.00428389,1.0
1450000,1.6453115,917.75,0.010751769,-0.15284999549233666,-0.15284999549233666,1.3319082e-05,0.4739245,0.0002566472,0.18554905,0.0042788982,1.0
1460000,1.63791,999.0,0.014410606,-0.06743636274371635,-0.06743636274371635,0.0023048732,0.56663615,0.00025634846,0.18544948,0.0042739287,1.0
1470000,1.5662655,999.0,-0.0045924718,-0.09064444136068535,-0.09064444136068535,1.2824138e-05,0.2499169,0.00025604793,0.18534929,0.00426893,1.0
1480000,1.5227991,999.0,0.01584075,-0.05546666392021709,-0.05546666392021709,1.2019112e-05,0.45789373,0.00025574828,0.18524942,0.004263946,1.0
1490000,1.5032026,999.0,0.029337445,-0.07066666470038602,-0.07066666470038602,1.0049389e-05,0.58882004,0.00025544828,0.18514943,0.004258956,1.0
1500000,1.5152999,999.0,0.033859782,-0.07952307460632604,-0.07952307460632604,1.0095768e-05,0.6400608,0.00025514784,0.18504928,0.0042539584,1.0
1510000,1.5861725,999.0,0.036797207,-0.0570444425361024,-0.0570444425361024,1.2812934e-05,0.67784226,0.00025484836,0.18494946,0.0042489776,1.0
1520000,1.7646304,999.0,0.03869026,-0.07235999763943254,-0.07235999763943254,1.6362348e-05,0.6663552,0.00025454792,0.18484929,0.00424398,1.0
1530000,1.7732549,999.0,0.031757038,-0.07323999851359986,-0.07323999851359986,1.7345417e-05,0.6222913,0.00025424818,0.1847494,0.0042389943,1.0
1540000,1.7958275,999.0,0.031413455,-0.06274999887682498,-0.06274999887682498,1.1990286e-05,0.6291276,0.00025394818,0.1846494,0.0042340043,1.0
1550000,1.7987854,999.0,0.03452639,-0.10052499745506793,-0.10052499745506793,1.3336956e-05,0.6475678,0.00025364803,0.18454932,0.0042290115,1.0
1560000,1.8893222,999.0,0.03556586,-0.058239998598583045,-0.058239998598583045,1.6835173e-05,0.6540011,0.00025334832,0.18444942,0.0042240266,1.0
1570000,1.9847219,999.0,0.032629978,-0.07646666529277961,-0.07646666529277961,2.0144784e-05,0.6225405,0.00025304838,0.18434945,0.0042190375,1.0
1580000,2.076673,999.0,0.035116736,-0.09223636176267808,-0.09223636176267808,1.387287e-05,0.6504358,0.00025274765,0.18424922,0.0042140353,1.0
1590000,2.0993805,999.0,0.030829662,-0.06557999800425023,-0.06557999800425023,1.5712745e-05,0.62347865,0.00025244828,0.18414944,0.004209056,1.0
1600000,2.0011694,999.0,0.026911903,-0.08799999760231003,-0.08799999760231003,1.2994363e-05,0.5855421,0.0002521482,0.1840494,0.0042040646,1.0
1610000,2.0730731,858.5454545454545,0.01990859,-0.19887142179400794,-0.19887142179400794,0.006586742,0.72115076,0.00025184956,0.18394986,0.004199097,1.0
1620000,2.0815668,848.1538461538462,-0.023315286,-0.21139999255179787,-0.21139999255179787,0.004550563,0.7467892,0.00025155285,0.18385093,0.004194162,1.0
1630000,2.0885098,999.0,-0.052285973,-0.0995249975239858,-0.0995249975239858,6.6471875e-05,0.6650708,0.0002512536,0.18375118,0.004189184,1.0
1640000,2.081494,999.0,-0.04392903,-0.07516363440928134,-0.07516363440928134,5.2299096e-05,0.707157,0.00025095406,0.18365136,0.004184202,1.0
1650000,2.015835,999.0,-0.0386575,-0.07428888761852351,-0.07428888761852351,1.4397888e-05,0.63740253,0.0002506544,0.18355145,0.004179218,1.0
1660000,1.9308153,999.0,-0.03606699,-0.1020888877618644,-0.1020888877618644,8.892888e-06,0.5986606,0.00025035316,0.18345106,0.004174207,1.0
1670000,1.8940389,999.0,-0.03651609,-0.0787833317105348,-0.0787833317105348,1.3882375e-05,0.6415609,0.00025005432,0.18335143,0.004169236,1.0
1680000,1.8271457,999.0,-0.032637056,-0.07492499760337523,-0.07492499760337523,1.0005333e-05,0.5721216,0.00024975406,0.18325135,0.0041642417,1.0
1690000,1.7358437,999.0,-0.035588663,-0.08378461340012458,-0.08378461340012458,1.1277469e-05,0.6045407,0.0002494537,0.18315122,0.0041592456,1.0
1700000,1.687779,999.0,-0.037604213,-0.07099999805601935,-0.07099999805601935,1.2524733e-05,0.62179697,0.00024915423,0.1830514,0.004154265,1.0
1710000,1.521374,999.0,-0.035833567,-0.07329999655485153,-0.07329999655485153,9.342002e-06,0.5950614,0.0002488537,0.18295123,0.0041492656,1.0
1720000,1.412321,999.0,-0.032950945,-0.07769999831604461,-0.07769999831604461,1.4499234e-05,0.614792,0.00024855396,0.18285131,0.00414428,1.0
1730000,1.4196991,999.0,-0.03377518,-0.06081999856978655,-0.06081999856978655,1.0312476e-05,0.5751728,0.0002482545,0.18275148,0.0041392995,1.0
1740000,1.3710463,999.0,-0.03690793,-0.0873999966101514,-0.0873999966101514,1.1087075e-05,0.6129967,0.00024795305,0.18265101,0.0041342853,1.0
1750000,1.2521574,999.0,-0.03641938,-0.06207999810576439,-0.06207999810576439,1.7987899e-05,0.65283334,0.0002476542,0.1825514,0.004129315,1.0
